AGUASCALIENTES,BAJA CALIFORNIA,BAJA CALIFORNIA SUR,CAMPECHE,CHIAPAS,CHIHUAHUA,DISTRITO FEDERAL,COAHUILA,COLIMA,DURANGO,GUANAJUATO,GUERRERO,HIDALGO,JALISCO,MEXICO,MICHOACAN,MORELOS,NAYARIT,NUEVO LEON,OAXACA,PUEBLA,QUERETARO,QUINTANA ROO,SAN LUIS POTOSI,SINALOA,SONORA,TABASCO,TAMAULIPAS,TLAXCALA,VERACRUZ,YUCATAN,ZACATECAS,NACIONAL
11,11,6,3,1,49,57,21,2,17,21,4,15,35,47,13,4,3,39,8,14,9,1,11,12,7,2,12,2,11,12,12,472
11,9,1,1,0,45,42,22,5,7,16,6,9,39,65,10,7,5,38,7,18,12,2,19,11,9,2,9,4,11,8,9,459
7,15,4,0,0,49,53,26,3,12,13,6,7,30,62,11,2,8,32,7,17,11,1,19,11,3,2,6,2,20,8,7,454
10,8,2,0,0,69,40,25,7,14,14,6,6,34,55,16,7,3,20,7,10,7,7,16,7,9,2,11,3,7,6,13,441
7,18,2,1,0,78,49,32,4,11,12,7,15,39,40,11,5,5,28,4,19,8,5,17,16,5,6,12,4,12,5,9,486
3,16,4,0,0,60,49,35,4,17,15,6,17,26,64,14,5,3,35,5,17,7,8,11,11,15,1,11,2,13,8,12,494
4,10,2,0,2,61,42,35,1,19,21,8,12,34,54,10,7,1,29,5,10,13,2,12,10,8,3,7,3,12,6,18,461
5,14,0,2,0,76,61,21,2,18,18,6,7,36,49,12,3,3,38,3,13,8,1,16,12,9,2,10,1,16,8,8,478
9,10,2,0,0,83,43,27,2,16,11,9,17,18,61,14,7,3,38,6,17,7,2,21,11,5,5,6,2,17,4,16,489
7,8,3,1,0,70,44,30,3,20,14,5,12,27,58,8,4,5,39,7,13,6,1,15,14,9,2,9,2,11,6,12,465
7,15,4,0,0,71,49,23,0,16,15,8,16,25,47,6,3,2,33,8,13,12,2,16,8,10,3,5,2,6,7,17,449
6,22,2,0,0,68,57,29,2,12,14,12,13,34,53,7,2,2,27,2,15,6,3,11,18,8,0,6,2,8,4,13,458
15,24,3,0,0,82,53,38,4,15,8,2,5,35,55,14,5,1,38,8,13,9,2,19,11,7,0,3,8,13,3,18,511
13,9,3,0,2,92,42,25,4,16,21,8,19,40,50,11,5,0,29,8,10,7,1,15,6,8,2,5,2,8,11,19,491
6,16,3,1,1,63,66,39,2,12,13,8,18,28,53,8,4,3,37,4,17,9,1,15,13,12,1,12,0,10,6,9,490
11,18,2,0,0,76,58,47,5,18,12,5,10,24,60,8,4,2,43,4,19,12,2,12,12,6,0,7,2,14,3,18,514
19,15,1,0,0,99,54,31,2,16,17,7,17,28,71,14,4,6,38,5,8,9,3,16,12,10,5,10,3,7,3,18,548
12,10,2,0,2,83,54,25,2,21,19,8,12,24,66,7,1,2,27,6,15,5,0,15,8,8,1,7,1,11,3,14,471
11,17,2,1,0,77,57,34,2,14,22,5,8,31,51,10,6,1,32,3,11,15,1,18,8,7,3,7,2,11,9,19,495
10,13,1,2,0,75,55,53,2,13,24,7,8,35,75,10,5,1,25,10,8,13,2,17,8,9,0,4,0,13,6,11,515
10,16,6,1,0,70,60,42,1,16,15,4,18,18,54,10,1,0,40,2,13,3,1,17,7,15,3,7,1,7,5,18,481
13,14,4,0,0,67,52,27,3,19,20,6,14,32,71,10,4,3,30,9,10,10,1,17,14,14,1,15,0,9,2,20,511
19,14,1,0,0,65,77,45,2,11,22,4,18,25,65,9,12,0,22,5,13,15,1,17,5,16,3,9,1,7,14,21,538
11,17,4,1,2,65,69,46,2,9,18,3,10,23,68,10,5,4,25,7,12,10,0,19,10,11,0,9,1,15,5,16,507
20,12,1,0,0,52,69,37,2,19,20,11,15,21,56,12,1,1,33,8,9,8,4,21,7,11,3,9,1,7,6,15,491
23,14,3,0,0,64,63,31,1,24,24,4,15,24,60,7,6,0,29,11,17,15,3,8,5,18,3,9,0,11,1,14,507
10,12,3,0,0,63,76,33,2,9,32,4,16,27,56,8,3,3,34,4,13,17,4,17,6,12,3,2,3,17,6,13,508
11,14,1,1,1,79,65,38,0,12,33,6,10,31,66,7,8,1,33,12,11,13,2,27,6,19,0,8,2,17,4,14,552
11,18,1,0,0,53,74,32,0,15,27,4,17,31,71,14,4,2,36,7,12,13,4,19,6,18,3,9,0,14,5,10,530
8,29,2,0,0,46,71,33,2,14,25,7,19,19,67,8,1,1,28,5,16,13,2,15,9,12,1,5,1,11,8,10,488
12,24,2,0,0,53,79,45,1,12,30,4,13,33,74,7,7,3,31,9,13,15,3,19,14,13,2,11,1,17,5,16,568
20,22,1,0,0,56,70,38,2,19,29,4,16,27,87,8,2,5,28,3,15,19,4,14,11,16,0,10,0,9,6,16,557
11,29,5,2,1,56,79,42,2,12,32,4,18,33,88,4,9,3,36,6,12,24,2,33,13,17,2,5,2,13,7,16,618
11,28,1,3,0,35,91,36,1,17,42,1,19,32,59,8,3,2,24,5,18,11,4,19,15,24,0,6,2,12,8,23,560
14,25,3,2,1,49,72,40,2,19,31,4,12,27,80,13,5,1,29,5,17,20,3,18,9,13,2,11,1,11,6,21,566
12,21,4,0,2,35,85,32,1,20,34,4,16,28,85,9,1,1,26,15,16,12,5,9,10,19,5,6,3,15,5,15,551
15,37,1,0,0,39,77,23,4,24,35,9,16,26,88,11,4,3,24,2,18,13,6,13,13,18,1,12,1,14,1,21,569
8,29,0,0,0,44,87,44,2,18,39,2,25,31,95,9,3,2,28,6,22,16,3,20,10,25,6,11,1,15,5,11,617
7,24,3,0,0,33,81,47,2,14,41,2,14,35,79,7,3,4,23,6,20,14,2,18,9,16,2,17,4,7,3,22,559
18,32,0,1,0,38,69,45,0,16,42,9,17,29,89,12,3,1,28,4,12,9,3,21,14,15,2,8,1,12,2,23,575
18,38,5,1,0,28,97,34,1,16,48,2,14,44,81,11,8,4,28,3,21,19,2,21,13,24,4,12,3,9,9,18,636
24,38,4,0,0,37,117,32,1,18,48,5,15,34,89,10,13,1,27,4,9,17,4,14,12,22,3,12,3,13,13,20,659
17,29,0,0,0,37,91,27,0,11,44,7,11,35,101,8,11,2,33,5,17,19,2,13,9,22,0,12,0,20,6,19,608
11,36,3,0,0,27,77,31,1,22,38,6,22,33,95,8,10,3,23,5,13,23,2,21,7,19,2,6,2,13,8,24,591
11,41,5,1,0,30,96,23,0,15,32,6,29,24,91,10,6,4,29,7,14,18,1,17,5,13,6,13,3,10,10,14,584
23,35,2,1,0,29,82,24,3,17,44,9,26,29,112,10,5,3,26,11,13,34,3,12,10,19,6,12,6,10,4,19,639
15,40,3,1,1,20,89,36,1,12,45,10,21,34,108,11,7,1,36,7,30,17,4,23,10,18,4,9,2,8,6,6,635
10,27,3,1,0,27,126,23,1,20,37,9,20,41,115,13,10,4,20,10,22,26,2,14,5,23,2,14,1,14,10,19,669
17,48,0,0,2,12,111,32,2,11,41,2,14,39,117,13,8,2,20,5,11,14,7,12,10,24,3,12,7,11,7,13,627
8,43,2,0,0,22,114,35,2,4,57,11,22,53,99,17,5,2,37,12,16,17,2,14,8,36,3,13,1,13,4,14,686
11,46,3,0,0,21,127,40,1,7,46,5,24,38,126,8,4,3,21,8,10,19,1,16,7,28,5,6,5,12,5,15,668
11,40,2,0,1,23,119,32,1,10,54,6,27,52,116,13,6,1,31,6,20,14,2,20,5,38,3,9,6,11,4,10,693
11,35,2,1,1,14,127,21,1,17,53,7,14,58,155,13,8,1,27,5,19,18,1,23,11,24,3,7,3,17,9,17,723
15,41,7,0,1,19,118,27,4,8,43,12,20,37,135,15,9,4,24,7,22,23,4,21,12,28,4,10,6,14,5,9,704
13,43,1,1,3,25,133,31,3,8,58,3,22,43,142,13,9,7,15,10,21,24,3,15,11,31,4,13,4,12,8,8,737
4,56,2,0,2,24,144,18,2,8,49,18,24,47,149,12,8,2,35,4,17,20,1,12,10,25,2,12,6,16,5,14,748
9,40,2,1,3,17,141,30,0,10,47,5,26,45,154,9,9,1,32,7,19,21,3,14,6,22,9,6,11,15,10,12,736
8,53,1,1,3,15,146,25,0,8,40,5,21,40,146,13,8,5,21,8,24,27,5,14,6,37,6,10,3,14,7,15,735
10,66,2,3,1,11,142,31,0,10,54,6,37,53,123,13,10,4,26,12,19,27,3,9,5,28,9,8,4,10,8,12,756
6,56,6,2,0,22,151,19,0,8,56,7,23,62,164,11,3,5,27,11,24,23,4,13,10,28,2,12,4,18,3,12,792
11,53,1,0,0,18,154,21,3,8,42,10,33,43,148,21,9,1,30,5,33,15,4,19,8,33,6,13,4,19,2,6,773
13,61,8,2,3,16,148,33,1,6,56,9,25,68,181,7,7,3,24,9,36,26,1,15,10,45,5,23,11,8,7,17,884
11,56,3,1,0,9,158,35,0,11,43,8,25,52,164,24,7,3,29,4,35,10,0,22,8,30,6,19,4,10,3,12,802
4,54,3,1,1,14,158,24,1,9,58,6,26,60,162,13,8,4,43,11,28,17,1,18,12,30,8,11,8,17,3,9,822
5,55,5,0,0,15,159,25,3,7,64,4,37,50,141,22,15,5,31,8,28,20,6,23,10,33,4,15,5,17,7,13,832
11,57,3,0,1,21,140,33,1,10,52,8,22,63,155,20,9,6,31,6,33,25,2,17,4,34,8,15,13,16,4,13,833
10,60,9,1,0,24,181,23,4,11,64,6,27,52,180,12,12,3,30,14,27,18,1,9,12,29,10,10,13,14,4,5,875
8,50,5,1,1,14,188,27,1,1,49,8,35,57,176,16,10,2,42,7,35,24,2,20,8,42,9,17,13,18,7,11,904
10,58,4,1,3,22,175,27,1,5,54,8,33,52,189,30,12,1,47,13,35,16,9,19,13,37,8,15,8,31,10,14,960
10,62,3,2,1,11,181,22,2,9,90,8,34,63,189,19,17,1,41,7,34,15,5,17,12,35,10,8,8,23,7,9,955
11,48,6,3,4,19,187,22,0,14,68,8,23,57,187,15,16,2,41,19,30,25,6,23,9,27,5,10,9,19,8,11,932
7,47,3,0,4,8,167,27,0,13,55,6,38,46,170,14,17,7,40,13,38,26,3,22,15,37,8,12,8,18,5,8,882
4,67,3,0,4,17,174,39,4,8,54,4,27,80,190,29,13,5,33,7,40,24,10,22,9,33,9,22,8,19,8,13,979
5,40,1,0,4,11,201,35,3,8,50,12,32,70,184,25,16,5,41,16,48,22,10,17,13,34,8,16,12,30,3,13,985
9,42,10,1,2,14,210,32,2,13,62,9,32,73,185,38,14,3,46,13,45,33,4,10,10,28,11,15,14,17,6,12,1015
5,48,7,0,3,19,202,34,6,7,83,10,34,57,217,31,21,9,55,20,57,26,4,14,12,39,4,12,13,19,7,19,1094
7,56,5,3,1,19,182,26,3,10,66,16,46,58,222,15,12,6,45,10,35,33,7,21,16,37,3,20,11,29,8,11,1039
8,64,8,1,2,16,204,32,4,5,81,13,38,105,186,29,13,10,57,18,63,24,6,16,17,29,9,16,16,32,8,14,1144
8,51,11,1,10,9,176,21,2,5,79,12,41,83,193,25,11,7,43,10,55,27,6,24,16,28,11,17,18,27,5,12,1044
6,47,5,1,7,20,195,32,6,14,76,7,43,112,208,29,23,8,49,19,70,35,9,17,15,24,11,18,22,29,5,12,1174
6,43,4,0,3,14,192,37,4,9,92,8,41,107,198,22,13,5,44,13,65,34,6,27,14,27,8,18,17,27,10,15,1123
10,48,6,4,3,17,213,38,1,8,93,17,28,108,188,33,15,5,51,15,76,30,5,27,14,32,6,24,16,34,6,9,1180
16,36,8,1,2,19,233,41,2,9,104,14,52,88,224,34,25,11,45,15,69,22,9,31,19,33,15,19,20,34,8,15,1273
10,42,9,0,7,13,203,30,4,12,87,9,35,98,217,46,14,11,55,19,69,26,2,30,22,34,14,21,16,38,7,8,1208
8,47,4,3,3,23,199,24,5,9,89,19,46,90,218,40,19,5,67,18,52,21,7,30,11,36,12,23,25,41,5,13,1212
9,38,7,3,7,22,207,54,3,12,94,17,41,92,206,35,20,6,65,19,66,36,2,27,21,20,12,24,20,30,8,10,1233
12,45,12,1,3,17,214,30,4,6,86,18,51,106,215,38,17,17,53,10,71,28,5,28,17,25,13,32,18,44,7,21,1264
12,37,10,2,3,11,199,35,3,13,83,25,53,97,212,43,24,20,52,17,73,35,10,42,17,32,4,19,16,38,3,9,1249
15,35,6,3,4,11,221,35,5,15,122,13,49,119,230,42,21,10,78,20,78,29,8,34,23,45,8,26,11,38,1,13,1368
6,48,6,4,9,18,220,58,5,12,100,18,45,128,214,37,26,13,71,13,74,36,12,22,16,39,10,21,19,35,16,18,1369
15,40,13,1,11,20,251,38,11,11,93,24,40,113,239,44,23,12,76,22,76,34,4,37,21,35,9,22,12,42,7,10,1406
14,44,11,0,6,8,238,45,3,7,113,22,49,117,252,61,24,12,77,12,81,39,9,36,20,25,8,20,27,50,11,10,1451
10,48,7,3,7,13,210,29,5,9,88,19,44,112,229,56,26,12,82,25,89,32,8,41,23,28,16,20,21,47,9,8,1376
12,33,16,1,4,5,213,44,6,10,96,28,52,107,229,59,23,16,61,22,75,31,1,19,20,22,14,24,19,60,13,14,1349
11,22,4,3,6,13,214,32,3,12,110,16,47,110,252,46,26,19,49,26,78,33,3,28,21,20,8,19,20,35,7,12,1305
11,38,10,2,8,11,231,33,6,6,107,31,53,122,217,56,29,18,72,18,71,28,9,30,23,26,9,23,18,41,8,19,1384
18,34,7,0,4,20,250,52,4,8,99,19,47,107,213,54,33,20,82,24,67,30,9,35,31,23,8,21,17,57,9,16,1418
14,27,10,1,13,11,264,40,7,11,115,30,43,94,214,59,30,12,63,14,62,25,6,36,32,17,14,22,19,42,12,12,1371
12,33,5,2,8,17,202,24,5,15,102,28,45,103,206,57,21,17,62,19,75,24,5,34,15,25,11,17,21,47,12,15,1284
14,19,6,1,7,13,195,24,6,9,79,23,36,98,196,55,22,8,76,26,67,30,7,37,30,22,9,16,15,35,11,12,1204
14,35,14,3,7,14,193,32,6,11,74,22,37,120,218,47,24,15,37,12,69,34,7,28,29,20,7,22,10,30,8,12,1211
15,29,5,2,4,12,208,30,6,8,85,22,44,105,205,43,18,13,44,8,62,34,8,34,24,15,14,21,17,44,12,12,1203
7,22,6,2,4,12,206,17,2,11,79,27,38,81,209,45,13,11,50,14,53,32,5,32,29,22,10,17,12,46,9,10,1133
21,25,13,1,5,9,209,27,4,4,103,19,37,90,209,43,24,11,68,24,71,37,6,45,20,21,8,10,18,32,9,13,1236
16,33,8,2,2,17,183,31,5,4,77,20,47,94,188,53,15,20,54,23,66,29,7,34,15,25,11,25,14,53,7,23,1201
5,23,15,1,6,16,183,18,6,11,74,29,42,85,190,35,17,10,51,15,63,30,8,27,20,23,7,18,13,40,7,19,1107
17,18,10,3,3,11,149,25,9,10,77,19,35,78,163,43,22,14,55,14,56,26,2,29,9,24,5,27,26,44,7,12,1042
14,22,9,0,1,12,153,22,6,7,77,17,43,69,149,45,11,18,59,18,62,23,6,33,15,13,8,9,11,38,14,12,996
17,22,11,3,2,15,150,30,7,2,73,15,37,59,152,39,18,13,45,18,66,23,9,32,17,15,2,17,13,47,13,16,998
9,15,6,2,3,8,157,11,7,10,71,23,30,65,160,31,16,6,44,15,52,28,5,17,14,16,9,23,9,41,7,12,922
8,22,7,0,5,15,156,14,4,11,62,24,40,80,178,52,18,13,41,12,55,13,12,29,20,16,12,18,17,39,15,18,1026
8,22,10,3,0,7,156,21,2,8,62,15,28,73,154,27,20,13,39,19,59,25,3,27,23,7,8,12,11,42,14,8,926
16,24,5,5,2,8,133,18,6,7,61,10,37,69,119,32,14,12,26,14,58,23,11,19,14,16,8,12,14,37,11,12,853
12,24,5,5,1,9,117,23,6,7,60,24,32,59,164,31,21,7,36,19,60,18,7,26,20,6,5,9,10,39,7,11,880
4,18,7,0,2,14,132,17,8,7,58,22,25,65,135,20,18,4,30,13,54,20,6,23,17,22,2,10,7,33,13,9,815
8,13,6,2,5,8,141,9,4,3,51,16,20,54,109,25,12,8,22,17,51,20,4,20,15,13,8,16,6,34,6,6,732
8,12,7,1,2,9,141,17,6,5,38,18,24,49,124,35,13,6,19,14,43,18,3,21,18,12,9,10,11,30,9,12,744
11,12,4,1,3,6,111,13,6,4,54,23,27,44,160,27,10,14,25,14,51,15,8,13,17,10,11,18,13,35,11,11,782
8,18,6,4,3,8,148,16,4,5,35,20,20,54,111,26,14,9,29,10,52,10,4,23,11,14,3,11,12,27,8,7,730
4,11,5,2,1,17,131,12,2,3,40,12,24,54,108,27,14,5,40,22,50,18,8,14,8,10,2,16,8,30,11,7,716
10,13,5,3,1,12,105,9,12,7,39,14,17,54,99,17,14,5,27,15,49,17,4,13,20,9,2,16,8,25,11,8,660
10,6,8,3,4,2,106,12,5,3,38,23,15,40,104,27,14,1,36,20,58,20,9,14,20,8,5,13,6,25,9,10,674
9,12,6,2,1,4,101,5,0,5,27,13,19,36,118,22,11,4,23,12,40,9,6,20,9,9,4,8,6,26,11,6,584
5,8,6,0,2,13,123,11,5,11,34,14,19,45,124,26,14,8,25,19,42,19,3,17,15,11,5,11,9,25,10,8,687
8,15,4,2,1,11,125,16,5,6,46,19,20,41,111,25,12,3,25,20,42,23,6,21,8,10,7,11,10,29,12,9,703
6,8,9,0,2,9,94,8,9,1,32,16,16,40,83,14,8,7,23,12,52,23,2,17,11,9,5,5,9,24,8,8,570
5,10,2,1,0,8,113,10,7,5,31,18,14,36,89,18,14,10,23,11,36,12,2,17,17,7,5,5,7,28,8,7,576
6,13,4,2,1,11,104,9,1,5,23,7,17,42,76,23,10,3,26,14,43,19,1,19,11,7,5,5,4,33,10,8,562
4,8,3,1,0,15,102,8,3,5,22,13,16,31,88,13,16,6,23,14,42,18,3,9,16,6,7,5,8,20,15,5,545
8,5,3,2,2,9,93,11,4,4,28,9,10,37,84,15,26,2,20,13,59,16,2,12,19,8,8,9,6,17,13,5,559
8,7,3,2,3,9,105,9,5,3,26,18,22,27,86,17,17,4,29,10,41,11,4,18,8,8,5,8,7,19,9,4,552
6,6,8,0,2,13,96,11,2,3,31,8,12,31,98,16,13,3,21,13,51,15,1,18,13,11,5,2,12,22,7,7,557
1,8,4,1,3,8,99,4,4,6,40,8,11,24,80,22,15,4,15,10,50,14,2,10,13,4,5,10,6,27,11,8,527
4,7,2,2,1,8,90,4,0,3,27,13,16,26,80,12,11,6,12,10,35,26,3,9,19,9,3,5,4,15,13,8,483
6,7,0,0,2,16,100,9,3,4,19,13,10,28,87,26,10,2,5,9,45,9,0,7,10,4,6,4,9,17,14,8,489
6,4,0,0,2,13,105,4,3,6,27,6,18,27,84,17,14,3,20,16,33,13,2,11,10,3,6,7,8,18,7,9,502
7,5,2,0,1,8,86,8,2,2,28,10,4,22,82,20,18,3,9,15,34,17,4,12,5,1,9,4,6,20,14,3,461
5,7,2,3,0,8,81,10,2,2,20,13,13,24,81,16,16,6,22,13,26,14,3,5,19,4,3,3,10,15,14,2,462
5,7,2,3,1,8,102,4,1,3,13,14,14,27,85,22,17,6,16,13,34,20,2,12,9,6,9,7,5,15,12,7,501
2,7,5,3,2,16,86,8,7,1,21,9,21,22,62,6,13,0,10,10,37,15,3,17,7,5,1,6,3,20,7,2,434
6,6,3,3,2,10,86,4,3,1,20,8,7,33,87,21,14,5,11,12,55,17,2,13,10,3,3,3,3,25,7,8,491
7,3,1,2,1,7,104,8,2,3,21,11,9,27,70,15,5,6,19,8,36,29,1,5,9,6,5,7,4,15,10,4,460
3,2,3,1,3,11,68,5,3,6,16,14,7,25,49,14,11,3,10,13,28,27,3,12,12,4,6,4,3,13,12,6,397
3,2,1,2,1,12,86,5,1,4,25,5,9,19,51,14,18,2,14,13,38,22,4,6,11,2,5,2,6,12,8,4,407
3,6,3,0,0,11,92,3,2,5,26,9,17,20,76,18,16,4,15,10,34,12,1,11,9,2,4,7,3,17,8,3,447
6,3,3,2,2,7,66,6,1,1,10,14,5,20,60,11,17,1,11,13,33,23,2,15,5,2,3,9,2,14,8,5,380
1,2,4,2,1,12,65,7,2,2,17,11,13,22,67,14,12,3,12,9,31,11,4,5,13,1,3,4,5,13,4,6,378
3,10,4,0,2,8,65,7,0,3,10,11,10,13,68,15,14,0,11,10,29,18,2,14,14,4,5,7,5,14,8,1,385
1,9,2,1,0,12,45,3,0,10,12,12,6,14,62,11,18,3,14,13,33,10,2,10,9,6,1,2,6,12,12,2,353
2,5,2,1,1,7,84,6,4,3,14,8,14,8,55,5,12,0,9,12,25,16,1,6,11,6,4,8,6,11,11,5,362
3,4,1,1,0,9,57,4,2,3,12,8,13,20,49,7,11,0,8,11,22,9,4,9,9,4,3,7,5,16,6,10,327
5,7,0,1,2,6,58,3,3,2,16,9,6,12,68,14,24,3,10,14,25,9,3,7,9,4,2,7,6,17,6,6,364
4,2,5,2,3,12,65,4,1,6,11,2,4,12,65,21,8,1,5,9,17,12,0,3,13,3,11,6,4,21,8,3,343
2,3,0,2,2,10,72,6,0,2,13,10,11,13,60,9,18,3,7,14,30,17,2,12,9,4,6,5,10,20,8,2,382
1,3,3,1,0,2,72,1,0,2,11,7,6,15,55,18,14,2,8,6,31,10,4,7,4,6,4,4,3,8,8,4,320
2,5,3,1,2,16,56,2,3,1,9,7,3,11,34,14,7,1,5,7,27,11,5,8,12,3,3,2,2,13,7,0,282
3,1,2,2,3,6,41,2,1,4,9,5,5,12,51,8,13,2,8,7,26,7,4,6,7,4,5,3,4,10,9,5,275
0,4,1,1,0,6,56,3,1,3,9,2,10,28,42,7,11,0,6,6,30,13,2,12,3,8,3,6,4,10,7,3,297
2,0,1,0,1,13,62,3,1,3,15,8,9,19,47,11,14,0,6,6,34,8,3,7,9,7,5,7,5,9,8,7,330
3,9,2,1,1,13,58,2,2,8,11,11,12,8,49,11,6,4,10,10,22,8,2,12,9,2,0,6,1,19,10,0,322
2,2,2,1,2,16,47,5,0,5,9,10,4,12,46,12,10,1,5,12,36,12,6,7,7,9,3,3,1,8,8,2,305
3,3,0,1,0,8,39,3,0,2,14,10,7,11,63,12,10,4,2,7,32,10,2,4,11,3,4,5,2,8,9,4,293
8,4,0,2,1,11,45,2,0,1,10,3,6,13,51,9,15,2,2,6,33,5,2,4,5,4,4,5,2,9,10,3,277
2,3,2,1,2,17,46,4,1,4,4,6,11,14,47,12,7,3,6,6,24,12,3,7,11,4,2,2,2,7,9,3,284
2,4,4,1,1,15,57,3,2,4,10,3,13,16,40,10,14,0,7,6,27,6,3,4,7,3,3,4,1,11,4,3,288
6,5,1,0,1,22,42,2,1,2,11,9,8,11,42,7,8,1,6,5,17,5,2,4,7,1,4,3,2,7,7,3,252
3,5,6,2,2,13,37,5,1,3,11,10,10,12,43,11,8,0,6,5,32,11,6,3,11,6,6,3,4,8,13,1,297
3,3,4,1,1,16,35,3,0,7,9,8,7,7,32,14,8,0,9,8,23,4,0,5,7,6,3,5,3,16,11,4,262
4,3,0,1,1,14,45,2,1,2,14,3,10,20,53,6,11,1,3,5,32,7,4,4,4,6,7,5,3,16,8,0,295
3,3,0,2,1,21,42,1,0,5,9,5,3,17,36,8,16,0,6,5,22,8,3,5,9,9,4,2,8,10,11,5,279
4,6,3,3,6,17,36,3,1,4,9,3,3,11,41,5,7,0,7,8,19,7,3,9,6,3,4,5,5,14,10,2,264
3,6,0,1,1,12,26,0,0,2,14,7,6,3,37,16,5,4,5,6,27,12,5,7,9,8,3,2,3,13,8,5,256
3,3,2,2,2,16,38,0,1,2,11,9,6,7,41,6,14,2,7,3,12,8,4,4,14,4,0,4,3,8,7,4,247
3,4,1,0,1,13,45,2,2,1,6,8,10,20,31,9,8,4,7,3,20,3,1,2,9,2,7,3,3,8,7,1,244
5,4,3,2,2,18,41,3,2,4,8,12,5,14,41,9,9,1,5,3,20,7,7,5,10,6,5,7,4,11,6,2,281
2,2,1,2,0,13,35,3,0,1,12,9,3,20,31,10,9,2,5,1,31,9,8,3,8,3,4,6,1,9,4,1,248
9,5,3,1,1,22,35,4,0,1,8,6,15,7,31,10,7,1,12,4,16,9,3,6,8,4,3,4,4,7,10,3,259
6,4,5,2,0,20,29,1,1,5,10,5,5,11,33,7,7,3,6,8,17,10,4,5,7,1,4,5,2,8,6,1,238
5,3,6,0,1,18,37,2,0,3,5,7,11,12,35,7,4,1,4,9,20,7,1,4,7,4,4,11,3,7,4,2,244
6,1,0,0,0,19,31,0,3,4,5,5,5,8,29,5,4,2,3,4,21,5,2,4,9,3,1,1,4,5,10,2,201
5,5,1,5,1,19,30,1,2,4,2,8,9,11,33,8,4,1,4,8,18,6,3,5,7,4,1,2,0,4,7,3,221
9,9,0,0,1,10,23,3,1,1,8,8,9,12,38,11,5,1,3,4,26,6,7,2,4,9,3,3,3,8,2,0,229
3,3,3,1,1,12,33,3,0,3,8,7,8,11,33,7,4,2,3,5,14,4,3,4,5,6,5,5,5,11,7,0,219
3,2,3,2,0,18,34,0,0,0,3,3,5,6,20,6,6,2,8,4,15,6,4,1,6,2,4,4,2,8,8,4,189
1,5,3,0,2,12,26,5,0,2,3,5,7,10,22,5,9,2,6,8,26,4,5,2,3,4,2,3,0,5,7,1,195
2,2,2,0,1,14,21,1,2,3,3,2,3,12,38,9,5,1,3,4,23,7,3,1,7,1,3,2,2,10,8,4,199
5,4,1,0,0,10,23,0,2,1,7,7,6,9,32,9,8,0,6,5,11,4,2,2,5,4,4,6,1,9,4,2,189
3,1,0,1,2,14,29,0,0,1,6,8,5,11,28,5,11,1,6,4,20,3,3,5,6,1,5,6,0,7,9,3,204
4,3,5,0,0,15,20,0,2,3,4,2,7,9,25,8,5,1,0,5,17,8,3,5,8,4,5,3,2,5,3,2,183
2,1,1,0,0,16,30,1,1,0,2,2,6,5,36,7,5,2,6,7,15,5,3,3,6,5,4,4,1,5,6,1,188
3,1,2,2,0,16,22,5,0,1,4,4,7,8,17,14,5,1,9,0,20,6,4,3,3,1,3,7,4,12,9,2,195
1,4,3,0,0,10,17,1,0,0,1,4,1,5,21,9,4,2,6,2,14,6,7,3,5,3,5,0,2,6,3,2,147
5,3,0,1,0,8,21,1,0,1,1,9,6,5,18,3,10,1,7,8,21,0,5,3,3,5,3,2,0,6,6,2,164
4,4,2,1,0,20,17,4,2,1,6,5,1,9,21,10,4,2,7,1,16,6,5,2,3,3,2,3,2,7,5,0,175
1,3,2,3,1,11,20,2,0,3,5,6,5,8,15,6,10,0,6,4,15,3,4,1,2,3,4,4,1,8,4,1,161
0,3,2,0,5,12,10,1,1,5,3,2,3,7,10,3,6,2,3,5,12,2,5,6,5,5,3,6,2,6,4,2,141
4,4,0,1,3,11,17,0,0,5,2,3,3,13,14,8,4,2,4,6,15,1,5,4,10,3,4,3,1,4,8,3,165
1,4,2,0,1,13,13,1,0,0,5,5,4,4,11,4,5,3,1,5,19,4,3,4,6,4,3,3,1,6,5,4,144
1,5,0,0,1,14,15,1,1,0,2,2,3,4,11,8,2,4,4,4,6,7,3,2,5,2,3,3,2,4,5,1,125
2,3,1,1,1,5,11,2,0,0,2,2,5,5,13,9,2,0,2,1,14,6,5,2,3,0,4,6,1,5,4,1,118
3,4,0,3,2,7,18,3,0,1,4,5,1,7,19,8,7,3,3,2,10,8,3,1,6,0,1,2,2,1,4,1,139
0,7,3,1,1,7,20,2,2,4,3,3,2,10,12,5,6,0,6,2,13,4,7,5,3,1,2,4,4,11,3,2,155
0,3,3,1,0,10,6,1,0,2,3,4,4,1,16,7,2,2,2,1,14,5,12,0,2,3,2,3,1,4,4,0,118
4,3,3,0,0,11,13,2,0,0,3,3,3,6,19,5,7,0,1,3,10,0,5,3,7,1,1,4,0,4,3,1,125
1,2,2,2,0,7,7,2,0,5,3,3,1,5,13,3,1,1,1,1,6,3,4,3,4,0,3,3,3,3,3,1,96
1,3,2,0,1,8,17,1,1,2,2,2,5,6,19,4,2,1,2,2,8,7,4,0,3,1,1,6,1,5,5,1,123
0,2,1,1,3,7,10,1,1,2,1,1,2,2,11,5,1,2,6,2,9,4,3,0,3,5,4,3,0,2,3,1,98
