AGUASCALIENTES,BAJA CALIFORNIA,BAJA CALIFORNIA SUR,CAMPECHE,CHIAPAS,CHIHUAHUA,DISTRITO FEDERAL,COAHUILA,COLIMA,DURANGO,GUANAJUATO,GUERRERO,HIDALGO,JALISCO,MEXICO,MICHOACAN,MORELOS,NAYARIT,NUEVO LEON,OAXACA,PUEBLA,QUERETARO,QUINTANA ROO,SAN LUIS POTOSI,SINALOA,SONORA,TABASCO,TAMAULIPAS,TLAXCALA,VERACRUZ,YUCATAN,ZACATECAS,NACIONAL
8,7,1,1,0,33,43,10,3,5,14,11,10,23,38,9,3,8,31,10,12,9,9,16,11,9,3,10,4,20,4,9,384
3,12,4,0,0,42,47,19,2,6,13,6,11,27,49,19,4,2,22,8,7,5,0,12,2,6,1,10,2,20,1,10,372
6,7,1,2,2,28,35,19,7,10,12,14,10,27,58,9,4,4,33,5,11,10,6,11,13,8,5,7,3,13,11,4,395
3,12,3,0,0,38,42,15,7,7,9,7,13,27,52,12,4,4,24,4,15,5,6,10,7,4,5,7,2,9,4,12,369
13,7,3,0,1,48,44,21,7,3,12,7,8,24,52,6,2,7,32,9,8,5,3,16,11,4,3,7,1,16,10,7,397
5,11,2,1,1,47,52,17,6,13,10,10,10,22,43,19,4,2,27,10,14,5,4,6,9,7,4,8,3,18,3,7,400
11,11,4,1,0,54,57,18,4,7,6,9,11,30,61,22,2,6,40,3,15,9,3,14,13,12,7,6,4,13,7,12,472
11,11,0,1,0,50,46,22,4,11,15,3,12,28,49,10,1,3,42,12,16,7,3,19,14,4,5,9,5,15,5,4,437
11,11,6,3,1,50,58,21,2,17,21,4,15,35,47,13,5,3,39,8,14,9,1,11,12,8,2,12,2,11,12,12,476
11,9,1,1,0,45,42,22,5,7,16,6,9,39,65,10,9,5,38,7,18,12,2,19,11,10,2,9,4,11,8,9,462
7,15,4,0,0,49,55,26,3,12,13,6,7,30,62,11,2,8,32,7,17,11,1,19,11,4,2,6,2,20,8,7,457
10,8,2,0,0,69,42,25,7,14,14,6,6,34,56,16,7,3,20,7,10,7,7,16,7,10,2,11,3,7,6,13,445
7,18,2,1,0,78,49,32,4,11,12,7,15,39,40,11,5,5,28,4,19,8,5,17,16,5,6,12,4,12,5,9,486
3,16,4,0,0,62,49,35,4,17,15,6,17,26,65,14,5,3,35,5,17,7,8,11,11,15,1,11,2,13,8,12,497
4,10,2,0,2,62,43,35,1,19,21,8,12,34,54,10,7,1,29,5,10,13,2,12,10,9,3,7,3,12,6,18,464
5,14,0,2,0,76,61,21,2,18,18,6,7,36,49,12,3,3,38,3,13,8,1,16,12,10,2,10,1,16,9,8,480
9,10,2,0,0,83,44,27,2,16,11,9,17,18,63,14,7,3,38,6,17,7,2,21,11,5,5,6,2,17,4,16,492
7,8,3,1,0,70,45,30,3,20,14,5,12,27,59,8,4,5,39,7,14,6,1,15,14,9,2,9,2,11,7,12,469
7,15,4,0,0,71,49,23,0,16,15,8,16,25,47,6,4,2,33,8,13,12,2,16,8,10,3,5,2,6,7,17,450
6,22,2,0,0,68,58,29,2,12,14,12,13,34,53,7,2,2,27,2,15,6,3,11,18,8,0,6,2,8,4,13,459
15,24,3,0,0,82,54,38,4,15,8,2,5,35,55,14,5,1,38,8,13,9,2,19,11,7,0,3,8,13,3,18,512
13,9,3,0,2,92,43,25,4,16,21,8,19,40,50,11,5,0,29,8,10,7,1,15,6,9,2,5,2,8,11,19,493
6,16,3,1,1,64,66,39,2,12,13,8,18,28,54,8,5,3,37,4,17,9,1,15,13,13,1,12,0,10,6,9,494
11,18,2,0,0,76,60,47,5,18,12,5,10,24,60,8,7,2,43,4,19,12,2,12,12,6,0,7,2,14,3,18,519
19,15,1,0,0,100,53,31,2,16,17,7,17,28,72,14,5,6,38,5,8,9,3,16,12,10,5,10,3,7,3,18,550
12,10,2,0,2,83,56,25,2,22,19,8,12,24,66,8,1,2,27,6,15,5,0,15,8,7,1,7,1,11,3,14,474
11,17,2,1,0,77,56,34,2,15,22,5,8,30,51,11,7,1,32,3,11,15,1,18,8,7,3,7,2,11,9,19,496
10,13,1,2,0,76,56,53,2,13,24,7,8,35,77,10,5,1,25,10,8,13,2,17,8,9,0,4,0,13,6,11,519
10,16,6,1,0,72,62,42,1,17,15,4,18,18,55,10,3,0,40,2,13,3,1,17,7,15,3,7,1,7,5,18,489
13,14,4,0,0,70,52,27,3,20,20,6,14,32,71,10,4,3,30,9,10,10,1,17,14,14,1,15,0,9,3,20,516
19,14,1,0,0,66,77,45,2,13,22,4,18,25,69,9,12,0,22,5,13,15,1,17,5,16,3,9,1,7,14,21,545
11,17,4,1,2,66,68,47,2,11,18,3,10,23,70,10,7,4,25,7,12,10,0,19,11,13,0,9,1,15,5,16,517
21,12,1,0,0,52,72,38,2,22,20,11,15,22,56,13,1,1,36,8,9,8,4,21,7,13,3,9,1,7,6,15,506
23,15,3,0,0,64,64,32,1,25,24,4,15,24,60,7,6,0,29,11,18,15,3,8,5,18,3,10,0,11,1,14,513
12,12,3,0,0,63,76,33,2,9,32,4,16,27,58,8,4,3,35,4,13,17,4,17,6,12,3,2,3,17,7,13,515
12,14,1,1,1,79,65,41,0,13,33,7,10,31,67,7,9,1,34,12,11,14,2,27,6,20,0,8,2,18,5,15,566
11,18,1,0,0,53,74,33,0,15,27,4,17,31,73,14,4,2,36,7,12,13,4,19,6,19,3,9,0,14,5,10,534
9,30,2,0,0,46,71,33,2,14,25,8,19,21,67,8,1,1,28,5,16,13,2,15,9,13,1,6,1,11,8,10,495
12,24,2,0,0,53,80,45,1,12,30,4,13,33,75,7,7,3,31,9,13,15,3,19,14,13,2,11,1,17,5,16,570
20,22,1,0,0,56,70,38,2,19,29,4,16,27,87,8,2,5,29,3,15,19,4,14,11,16,0,10,0,9,6,16,558
11,29,5,2,1,56,80,42,2,12,32,4,19,34,89,4,9,3,37,6,12,24,2,33,13,17,2,5,2,13,7,16,623
11,28,1,3,0,35,91,36,1,17,42,1,19,32,59,9,3,2,24,5,18,11,4,19,15,24,0,6,2,12,8,23,561
14,25,3,2,1,49,72,40,2,19,31,4,12,27,81,13,5,1,29,5,17,20,3,18,9,14,2,11,1,11,6,21,568
12,21,4,0,2,35,86,32,1,20,34,4,16,28,84,9,1,1,26,15,16,12,5,9,10,19,5,6,3,15,5,15,551
15,37,1,0,0,39,79,23,4,24,35,9,16,26,88,11,4,3,24,2,18,13,6,13,13,18,1,12,1,14,1,21,571
8,29,0,0,0,44,88,44,2,18,39,2,25,31,95,9,3,2,28,6,22,16,3,20,10,26,6,11,1,15,5,11,619
7,24,3,0,0,33,81,47,2,14,41,2,14,35,80,7,4,4,23,6,20,14,2,18,9,16,2,17,4,7,3,22,561
18,32,0,1,0,38,69,45,0,16,42,9,17,29,90,12,4,1,28,4,12,9,3,21,14,15,2,8,1,12,2,23,577
18,38,5,1,0,28,97,35,1,16,48,2,14,44,82,11,9,4,29,3,21,19,2,21,13,25,4,12,3,9,9,18,641
24,39,4,0,0,37,115,32,1,18,48,5,15,34,87,10,13,1,27,4,9,17,4,14,12,23,3,12,3,13,13,20,657
17,28,0,0,0,37,91,27,0,11,44,7,11,35,101,8,11,2,33,5,17,20,2,13,9,25,0,12,0,20,6,19,611
11,36,3,0,0,27,77,31,1,22,38,6,22,33,95,8,10,3,23,5,13,23,2,21,7,20,2,6,2,13,8,24,592
11,41,5,1,0,30,98,23,0,15,32,6,29,25,91,10,6,4,29,7,14,18,1,17,5,14,6,13,3,10,10,14,588
23,35,2,1,0,29,85,24,3,17,44,9,26,29,112,10,6,3,26,11,13,34,3,12,10,19,6,12,6,10,4,19,643
15,40,3,1,1,20,89,36,1,12,45,10,21,34,110,11,7,1,36,7,30,17,4,23,10,18,4,9,2,8,6,6,637
10,27,3,1,0,27,127,23,1,20,37,9,20,41,116,13,10,4,20,10,23,26,2,14,5,23,2,14,1,14,10,19,672
17,48,0,0,2,12,112,32,2,11,41,2,14,39,118,13,10,2,20,5,11,14,7,12,10,25,3,12,7,11,7,13,632
8,43,2,0,0,22,114,35,2,4,57,11,22,53,99,17,6,2,37,12,16,17,2,14,8,36,3,13,1,13,4,14,687
11,46,3,0,0,21,127,40,1,7,46,6,24,38,126,8,4,3,21,8,10,19,1,16,7,28,5,6,5,12,5,15,669
11,40,2,0,1,23,119,32,1,10,54,6,27,52,116,13,6,1,31,6,21,14,2,20,5,40,3,9,6,11,4,10,696
11,35,2,1,1,14,128,21,1,17,53,7,14,58,155,13,8,1,27,5,19,19,1,23,11,24,3,7,3,17,9,17,725
15,41,7,0,1,19,117,27,4,8,43,12,20,37,135,15,9,4,24,7,22,23,4,21,12,28,4,10,6,14,5,9,703
13,43,1,1,3,25,133,31,3,8,58,3,22,43,143,13,9,7,15,10,21,24,3,15,11,33,4,13,4,12,8,8,740
4,56,2,0,2,24,144,18,2,8,49,18,24,47,148,12,9,2,35,4,17,20,1,12,10,25,2,12,6,16,5,14,748
9,40,2,1,3,17,141,30,0,10,47,5,26,45,154,9,10,1,32,7,19,22,3,14,6,22,9,6,11,15,10,12,738
8,53,1,1,3,15,147,25,0,9,40,5,21,41,147,13,8,5,21,8,24,27,5,14,6,37,6,10,3,14,7,15,739
10,66,2,3,1,11,142,31,0,10,54,6,37,53,124,13,10,4,26,13,19,27,3,9,5,28,9,8,4,10,8,12,758
6,56,6,2,0,22,152,19,0,8,56,7,23,62,164,11,4,5,27,11,24,23,4,13,10,29,2,12,4,18,3,12,795
11,53,1,0,0,18,154,21,3,8,42,10,33,43,150,21,9,1,30,5,33,15,4,19,8,34,6,13,4,19,2,6,776
13,61,8,2,3,16,149,33,1,6,56,9,25,68,183,7,7,3,24,9,36,26,1,15,10,45,5,23,11,8,7,17,887
11,56,3,1,0,9,159,35,0,11,43,8,25,52,166,24,8,3,30,4,35,10,0,22,8,32,6,19,4,11,3,12,810
4,54,3,1,1,14,159,24,1,9,58,6,26,60,161,13,8,4,43,11,28,17,1,18,12,31,8,11,8,17,3,9,823
5,55,5,0,0,15,161,25,3,7,64,4,37,50,144,22,16,5,31,8,28,20,6,23,10,33,4,15,5,17,7,13,838
11,57,3,0,1,21,142,33,1,10,52,8,22,63,155,20,9,6,31,6,33,25,3,17,4,34,8,15,13,16,3,13,835
10,60,9,1,0,24,184,23,4,11,64,6,27,52,180,12,12,3,30,14,27,18,1,9,12,33,10,10,13,14,4,5,882
8,50,5,1,1,14,191,27,1,1,49,8,35,57,179,16,12,2,42,7,35,24,2,20,8,43,9,17,13,18,7,11,913
10,58,4,1,3,22,178,27,1,5,54,8,33,52,190,30,13,1,47,13,35,16,9,19,13,37,8,15,8,30,10,14,964
10,62,3,2,2,11,187,22,2,9,90,8,35,63,190,19,17,1,41,7,34,15,5,17,12,35,10,8,8,24,7,9,965
11,48,6,3,4,19,191,22,0,14,68,8,23,57,189,15,16,2,41,19,30,25,6,23,9,30,5,10,10,19,8,11,942
7,47,3,0,4,8,166,27,0,13,55,6,38,46,171,14,20,7,40,13,38,26,3,22,15,37,8,12,8,18,5,8,885
4,67,3,0,4,17,176,39,4,8,54,4,27,80,190,29,13,5,33,7,39,24,10,22,9,33,9,22,8,19,8,13,980
5,40,1,0,4,11,202,35,3,8,50,12,32,70,185,25,16,5,41,16,48,22,10,17,13,34,8,16,12,30,3,13,987
9,42,10,1,2,14,214,32,2,13,62,9,33,73,188,38,14,3,46,13,46,33,4,10,10,28,10,15,14,17,6,12,1023
5,47,7,0,3,19,209,34,6,7,83,10,34,57,221,31,22,9,55,20,57,27,4,14,12,39,3,12,13,20,7,19,1106
7,56,5,3,1,19,188,26,3,10,66,16,46,59,227,15,13,6,45,10,35,33,7,21,16,37,3,20,11,29,8,11,1052
8,64,8,1,2,16,210,32,4,5,81,14,38,105,189,30,15,10,57,18,63,24,6,16,17,29,8,16,16,32,8,14,1156
8,51,11,1,10,9,178,21,2,5,79,12,41,84,200,25,12,7,43,10,55,27,6,24,16,28,11,17,18,27,5,12,1055
6,47,5,1,7,20,195,32,6,14,77,7,43,112,215,30,23,8,49,19,70,35,9,17,15,24,11,18,22,29,5,12,1183
6,43,4,0,3,14,196,37,4,9,92,8,41,109,200,22,14,5,44,13,64,34,6,27,14,27,7,18,17,27,10,15,1130
10,48,6,4,3,17,215,38,1,8,93,18,28,109,192,33,16,5,51,15,76,30,5,27,14,32,6,24,16,34,6,9,1189
16,36,8,1,2,19,236,41,2,9,104,14,52,88,230,34,26,11,45,16,69,22,9,31,19,34,14,21,20,35,8,15,1287
10,42,9,0,7,13,207,30,4,12,87,10,35,98,220,46,15,11,55,19,69,27,2,30,22,34,14,21,16,38,7,8,1218
8,47,4,3,3,23,202,24,5,9,89,19,46,93,223,43,24,5,67,19,52,21,7,30,11,36,12,23,25,41,5,13,1232
9,38,7,3,7,22,218,54,3,12,95,17,41,95,212,36,23,6,65,19,65,36,2,27,21,20,11,24,20,30,8,10,1256
12,46,12,1,3,18,216,30,4,6,86,18,50,107,226,40,21,17,53,11,72,28,5,28,17,25,13,32,18,45,7,21,1288
12,37,10,3,3,11,202,35,3,13,83,25,54,97,214,44,28,20,53,18,74,35,10,42,17,32,4,19,16,38,3,9,1264
15,35,6,3,4,11,223,35,5,15,122,13,48,122,236,42,22,10,78,21,79,29,8,34,23,46,8,26,11,38,1,13,1382
6,48,6,4,9,18,219,58,5,12,100,18,44,129,219,37,30,13,71,15,75,36,12,23,16,40,10,21,19,37,16,18,1384
15,40,13,1,12,20,250,39,11,11,93,24,40,113,248,46,25,12,76,22,76,34,4,37,21,36,9,22,12,43,7,10,1422
14,44,11,0,6,8,240,45,3,7,113,22,49,120,258,61,26,12,77,12,83,39,9,36,20,25,8,20,27,51,11,10,1467
10,48,7,3,7,13,216,29,5,9,89,19,45,112,232,58,32,12,82,25,89,32,8,41,23,28,15,20,21,47,9,8,1394
12,33,16,1,4,5,224,44,6,10,96,28,53,108,237,60,27,16,61,22,75,31,1,19,20,23,14,24,19,59,13,14,1375
11,22,4,3,6,13,218,32,3,12,110,16,47,111,255,48,32,19,49,26,79,33,3,28,21,21,8,19,20,34,7,12,1322
11,38,10,2,8,11,236,33,6,6,107,31,52,124,219,57,32,18,72,19,69,28,9,30,23,27,8,23,18,41,8,19,1395
18,34,7,0,4,20,254,52,4,8,99,20,47,108,223,55,40,20,82,26,67,30,10,35,31,23,8,21,17,59,9,16,1447
14,27,10,1,13,11,267,40,7,11,115,30,44,95,218,60,37,12,63,14,62,25,6,36,32,18,14,22,19,43,12,12,1390
12,33,5,2,8,17,205,24,5,15,102,28,45,105,206,59,25,17,64,21,75,24,5,34,15,25,11,17,22,48,12,15,1301
14,19,6,1,7,13,197,24,6,9,79,24,36,98,198,57,30,8,76,27,67,30,7,37,30,24,9,16,15,35,11,12,1222
14,35,14,3,7,14,196,32,6,11,74,22,37,122,219,49,28,15,37,13,69,34,8,28,29,22,7,22,10,31,8,12,1228
15,29,5,2,4,12,209,30,6,8,85,22,44,106,206,43,21,13,44,8,62,34,8,34,24,17,13,21,17,45,12,12,1211
7,22,6,2,4,12,205,17,2,11,79,27,38,83,209,45,18,11,50,15,53,32,6,32,29,22,10,17,12,48,9,10,1143
21,25,13,1,5,9,210,27,4,4,103,19,38,91,212,44,32,11,68,24,73,37,6,45,20,23,8,10,18,32,9,13,1255
16,33,8,2,2,17,184,31,5,4,77,21,47,95,189,55,19,20,54,25,66,29,9,34,15,26,10,25,14,53,8,23,1216
5,23,15,1,6,16,187,18,6,11,74,29,42,85,193,36,20,10,51,15,63,30,8,27,20,26,6,18,13,40,7,19,1120
17,18,10,4,3,11,149,25,9,10,77,19,34,83,163,46,26,14,55,15,56,27,2,29,9,28,5,27,26,44,7,12,1060
14,22,9,1,1,12,154,22,6,7,77,17,45,69,154,46,19,18,59,18,61,23,7,33,15,13,8,9,11,38,14,12,1014
17,22,11,3,2,15,151,30,7,2,73,16,37,61,154,40,20,13,45,19,66,25,9,32,17,15,2,17,13,48,13,16,1011
9,15,6,2,3,9,158,11,7,10,71,23,31,66,162,32,21,6,44,15,52,28,5,18,14,16,9,23,9,41,7,12,935
8,22,7,0,5,15,157,14,4,11,62,24,41,85,179,55,23,13,41,14,55,13,12,29,21,16,12,18,17,40,15,18,1046
8,22,10,3,0,7,157,21,2,9,62,15,28,75,156,28,25,13,39,20,59,25,4,27,23,9,8,12,11,43,14,8,943
16,24,5,5,2,8,136,18,6,7,61,10,38,70,120,32,15,12,26,14,60,23,11,19,14,17,8,12,14,37,11,12,863
12,24,5,5,1,9,118,23,6,7,60,24,32,59,164,31,30,7,39,19,61,18,7,26,20,7,5,10,10,39,7,11,896
4,18,7,0,2,14,131,17,8,8,58,23,26,65,136,20,21,4,33,13,54,20,6,23,17,23,2,10,7,34,13,9,826
8,13,6,2,5,8,140,9,4,3,51,16,20,55,111,25,13,8,26,20,51,20,4,20,15,13,8,16,6,36,6,6,744
8,12,7,1,2,9,141,17,6,8,38,18,24,50,126,35,16,6,22,14,43,18,3,21,18,13,9,10,11,31,9,12,758
11,12,4,1,3,6,113,13,6,4,54,23,28,44,160,27,13,14,28,14,51,15,8,13,17,10,11,18,13,36,11,11,792
8,18,6,4,3,8,148,16,4,6,35,22,22,54,111,27,18,9,38,12,53,10,4,23,12,14,3,11,12,27,8,7,753
4,11,5,2,1,17,131,12,2,3,40,12,24,54,109,28,16,5,44,22,50,18,8,14,8,10,1,16,8,31,11,7,724
10,13,5,4,1,12,106,9,12,7,39,14,17,55,99,17,16,5,27,15,49,17,4,13,20,9,2,16,8,26,11,8,666
10,6,8,3,4,2,108,12,5,3,38,23,16,41,106,27,20,1,42,20,59,20,9,14,20,8,5,14,6,25,9,10,694
9,12,6,2,1,4,101,5,0,5,27,13,19,37,119,22,14,4,27,12,41,9,6,20,9,9,4,8,6,26,11,6,594
5,8,6,0,2,13,126,11,5,11,34,15,19,45,126,26,20,8,30,19,42,19,3,17,15,13,5,11,9,26,10,8,707
8,15,4,2,1,11,125,16,5,6,45,19,21,44,111,27,13,3,31,20,42,21,6,21,8,10,7,11,10,29,12,9,713
6,7,9,0,2,9,94,8,9,1,33,16,17,43,84,14,12,7,26,15,53,23,2,17,11,9,5,5,9,24,8,8,586
5,10,2,1,0,8,114,10,7,6,31,18,14,36,93,19,17,10,23,11,37,12,2,17,17,7,5,5,7,28,8,7,587
6,13,4,2,1,11,103,9,1,5,23,8,17,42,76,23,15,3,26,15,43,19,1,19,11,7,5,5,4,33,10,8,568
4,8,3,2,0,15,105,8,3,5,22,13,16,31,92,13,20,6,25,15,42,19,3,9,16,7,7,5,8,20,15,5,562
8,5,3,2,2,9,95,11,4,5,28,9,10,38,87,16,29,2,24,15,60,17,2,12,19,8,8,9,6,18,13,5,579
8,7,3,2,3,9,110,9,5,3,26,18,22,27,89,17,22,4,30,11,43,11,4,18,8,9,5,8,7,20,9,4,571
6,6,8,0,2,13,101,11,2,3,31,8,12,31,99,17,18,3,22,14,51,15,1,18,13,11,5,2,12,23,7,7,572
1,8,4,1,3,8,103,4,4,6,40,8,11,25,84,25,17,4,15,10,50,14,2,10,13,5,5,10,6,27,11,8,542
4,7,2,2,1,8,90,4,0,4,27,14,16,26,82,12,14,6,15,10,35,26,3,9,19,9,3,5,4,17,13,8,495
6,7,0,0,2,16,103,9,3,4,19,13,11,28,91,25,10,2,6,9,46,9,0,7,10,4,6,4,9,17,14,8,498
6,4,0,0,2,13,106,4,3,6,27,6,18,27,83,18,13,3,23,16,33,13,2,11,10,3,6,7,8,18,7,9,505
7,5,2,0,1,8,88,8,2,2,28,10,4,22,84,22,18,3,10,15,34,17,4,12,5,1,9,4,6,20,14,3,468
5,7,2,3,0,8,82,10,2,3,20,13,13,24,83,16,17,6,24,15,27,15,4,5,19,4,3,3,10,15,14,2,474
5,7,2,3,1,8,104,4,1,3,13,15,14,28,88,22,21,6,16,13,34,20,2,12,9,6,9,7,5,15,12,7,512
2,7,5,3,2,16,91,8,7,1,21,9,21,22,62,6,17,0,10,12,37,15,3,17,7,5,1,6,3,21,7,2,446
6,6,3,3,2,10,91,4,3,1,20,8,7,33,93,22,17,5,12,13,55,17,2,13,11,3,3,3,3,25,7,8,509
7,3,1,2,1,7,105,8,2,3,22,11,9,29,73,17,10,6,20,8,36,29,2,5,9,6,5,7,4,15,10,4,476
3,2,3,1,3,11,67,5,3,6,16,15,7,25,53,14,13,3,10,13,28,27,3,12,12,4,6,4,3,14,12,6,404
3,2,1,2,1,12,88,5,1,4,25,5,9,19,55,15,19,2,14,13,38,22,4,6,11,2,5,2,6,12,8,4,415
3,6,3,0,0,11,90,3,2,5,26,9,17,20,76,17,20,4,15,11,34,12,1,11,9,2,4,7,3,17,8,3,449
6,3,3,2,2,7,68,6,1,1,10,14,5,20,61,11,19,1,15,14,34,23,2,15,5,2,3,9,2,15,8,5,392
1,2,4,2,2,12,65,7,2,2,17,11,13,22,69,14,14,3,15,9,31,11,4,5,13,1,3,4,5,13,4,6,386
3,10,4,0,2,8,67,7,0,3,10,11,10,13,69,15,16,0,14,11,29,18,2,14,14,4,4,7,5,14,8,1,393
1,9,2,1,0,12,48,3,0,10,12,12,6,14,65,11,21,3,17,13,33,10,2,10,9,6,1,2,6,12,12,2,365
2,5,2,1,1,7,84,6,4,3,14,8,14,8,56,5,13,0,11,12,25,16,1,6,11,6,4,9,6,11,11,5,367
3,4,1,1,0,9,59,4,2,3,12,8,13,21,49,7,15,0,9,13,22,11,4,9,9,4,3,7,5,16,6,10,339
5,7,0,1,2,6,60,3,3,2,16,9,6,12,67,14,27,3,10,14,25,9,3,7,9,4,2,7,6,17,6,6,368
4,2,5,2,3,12,63,4,1,6,11,2,4,12,65,21,9,1,5,12,17,12,0,3,13,3,11,6,4,21,8,3,345
2,3,0,2,2,10,71,5,0,2,13,10,11,13,59,9,19,3,8,16,30,17,2,12,9,5,6,5,10,21,8,2,385
1,3,3,1,0,2,72,1,0,2,11,7,6,15,55,19,18,2,9,6,31,10,4,7,5,6,4,4,3,8,8,4,327
2,5,3,1,2,16,58,2,3,1,9,7,3,11,35,14,8,1,6,7,27,11,5,8,12,3,3,2,2,13,7,0,287
3,2,2,2,3,6,42,2,1,4,9,5,5,12,53,8,13,2,10,7,26,8,4,6,7,4,5,3,4,10,9,5,282
0,4,1,1,0,6,57,3,1,3,9,3,10,28,42,7,14,0,6,6,30,13,2,12,3,9,3,6,4,10,7,3,303
2,0,1,0,1,13,63,3,1,3,15,8,9,19,50,11,14,0,7,6,34,8,3,7,9,8,5,7,5,9,8,7,336
3,9,2,1,1,13,59,2,2,8,11,11,12,9,49,11,6,4,14,10,23,8,2,12,9,2,0,6,1,19,10,0,329
2,2,2,1,2,16,48,5,0,5,9,10,4,12,46,12,11,1,5,13,36,12,6,7,7,10,3,3,1,8,8,2,309
3,3,0,1,0,8,40,3,0,2,14,10,7,11,64,12,12,4,2,7,32,10,2,4,12,3,4,5,2,8,9,4,298
8,4,0,2,1,11,48,2,0,1,10,3,6,13,52,9,16,2,2,6,34,5,2,4,5,4,4,5,2,9,10,3,283
2,3,2,1,2,17,46,4,1,4,4,6,11,14,47,13,8,3,6,7,24,12,3,7,12,5,2,2,2,7,9,3,289
2,4,4,1,1,15,58,3,2,4,10,3,13,16,41,11,15,0,7,7,27,6,3,4,7,4,3,4,1,11,4,3,294
6,5,1,0,1,22,44,2,1,2,11,9,8,11,44,7,8,1,6,5,17,5,2,4,7,1,4,3,2,9,7,3,258
3,5,6,2,2,14,37,5,1,3,11,10,10,13,45,11,8,0,6,5,32,11,6,3,11,7,7,3,4,8,13,1,303
3,3,4,1,1,16,36,3,0,7,9,8,7,7,32,14,9,0,9,8,23,4,0,5,7,6,3,5,3,17,11,4,265
4,3,0,1,1,14,44,2,1,2,14,3,10,20,53,6,11,1,3,5,32,7,4,4,6,6,7,5,3,16,8,0,296
3,3,0,2,1,21,42,1,0,5,9,5,3,17,36,8,16,0,6,5,22,8,3,5,9,9,4,2,8,10,12,5,280
4,6,3,3,6,18,36,3,1,4,9,3,3,11,42,5,10,0,7,9,19,7,3,9,6,3,4,5,5,14,10,2,270
3,6,0,1,1,12,26,0,0,2,14,7,6,3,38,16,8,4,5,6,27,12,4,7,9,8,3,2,3,13,8,5,259
3,3,2,2,2,16,38,0,1,2,11,9,6,7,41,6,16,2,7,3,12,8,5,4,14,5,0,4,3,8,7,4,251
3,4,1,0,1,13,46,2,2,1,6,8,10,20,31,9,9,4,7,3,21,3,1,2,9,2,7,3,3,8,7,1,247
5,4,3,2,2,18,42,3,2,4,8,12,5,14,41,9,10,1,5,3,20,7,8,5,10,7,5,7,4,11,6,2,285
2,2,1,2,0,13,35,3,0,1,12,10,3,20,32,10,10,2,5,2,31,9,8,3,8,5,4,6,1,9,4,1,254
9,5,3,1,1,22,36,4,0,1,8,6,15,8,33,10,7,1,12,4,16,9,3,6,9,4,3,4,4,7,10,3,264
6,4,5,2,0,20,29,1,1,5,10,6,5,11,34,7,8,3,6,10,17,10,4,5,7,1,4,5,2,8,6,1,243
5,3,6,0,1,18,40,2,0,3,5,7,11,12,36,7,4,1,4,11,20,7,1,4,8,4,4,11,3,7,4,2,251
6,1,0,0,0,19,31,0,3,4,5,5,5,8,30,5,4,2,3,4,21,5,2,4,9,3,1,1,4,5,10,2,202
5,5,1,5,1,19,30,1,2,4,2,8,9,11,34,8,5,1,4,8,18,6,3,5,7,4,1,2,0,5,7,3,224
9,9,0,0,1,10,24,3,1,1,8,9,9,12,42,11,6,1,3,4,26,6,7,2,4,11,3,3,3,8,2,0,238
3,3,3,1,1,12,32,3,0,3,8,7,8,11,34,7,6,2,3,5,14,4,3,4,5,6,5,5,5,11,7,0,221
3,2,3,2,0,18,34,0,0,0,3,3,5,6,22,6,7,2,8,4,15,6,4,1,6,2,4,4,2,8,8,4,192
1,5,3,0,2,12,27,5,0,2,3,5,7,10,22,5,10,2,6,11,26,4,5,2,3,5,2,3,0,5,7,1,201
2,2,2,0,1,14,21,1,2,3,3,2,3,12,39,9,6,1,4,4,23,8,3,1,7,2,3,2,2,10,8,4,204
6,4,1,0,0,10,23,0,2,1,7,7,7,9,33,9,10,0,6,6,11,5,2,2,5,4,4,6,1,9,4,2,196
3,1,0,1,2,15,29,0,0,1,6,8,5,11,29,5,11,1,6,4,20,3,3,5,6,1,5,6,0,7,9,3,206
4,3,5,0,0,15,20,0,2,3,4,2,7,9,25,8,6,1,0,6,19,8,3,5,9,4,5,3,2,7,3,2,190
2,1,1,0,0,16,30,1,1,0,2,2,6,5,36,7,6,2,6,7,15,5,3,3,6,5,4,4,1,5,6,1,189
3,1,2,2,0,16,23,5,0,1,4,4,7,8,19,15,6,1,11,1,21,6,4,3,4,1,3,7,4,12,9,2,205
1,4,3,0,0,10,18,1,0,0,1,4,1,5,22,9,5,2,6,2,14,6,7,3,6,3,5,0,2,6,3,2,151
5,3,0,1,0,8,23,1,0,1,1,9,6,5,20,3,10,1,7,9,21,0,5,3,3,5,3,2,0,6,6,2,169
4,4,2,1,0,20,17,4,2,1,6,5,1,9,21,10,4,2,8,1,16,8,6,2,4,5,2,3,2,7,5,0,182
1,3,2,3,1,11,20,2,0,3,5,6,5,8,16,6,11,0,6,4,15,3,4,1,2,4,4,4,1,8,4,1,164
0,3,2,0,5,12,12,1,1,5,3,2,3,7,10,3,8,2,4,6,12,2,6,6,5,5,3,6,2,6,4,2,148
4,4,0,1,3,11,16,0,0,5,2,3,3,13,14,8,4,2,6,6,15,1,5,4,10,3,4,3,1,4,8,3,166
1,4,2,0,1,13,13,1,0,0,5,5,4,4,14,4,6,3,1,5,19,4,3,4,6,4,3,3,1,6,5,4,148
1,6,0,0,1,14,16,1,1,0,2,2,3,4,13,8,2,4,5,4,6,7,3,2,5,2,3,3,2,4,5,1,130
