"fecha","AGUASCALIENTES","BAJA CALIFORNIA","BAJA CALIFORNIA SUR","CAMPECHE","CHIAPAS","CHIHUAHUA","DISTRITO FEDERAL","COAHUILA","COLIMA","DURANGO","GUANAJUATO","GUERRERO","HIDALGO","JALISCO","MEXICO","MICHOACAN","MORELOS","NAYARIT","NUEVO LEON","OAXACA","PUEBLA","QUERETARO","QUINTANA ROO","SAN LUIS POTOSI","SINALOA","SONORA","TABASCO","TAMAULIPAS","TLAXCALA","VERACRUZ","YUCATAN","ZACATECAS","Nacional"
2020-03-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-18,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3
2020-03-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-20,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2020-03-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-22,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2020-03-23,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2020-03-24,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,3
2020-03-25,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2
2020-03-26,0,0,0,0,0,0,3,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,8
2020-03-27,0,0,0,0,0,0,4,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,9
2020-03-28,0,0,0,0,0,0,2,1,0,0,0,1,1,0,4,0,1,0,0,0,1,1,1,0,1,0,0,0,0,1,0,0,15
2020-03-29,0,1,1,0,0,0,2,0,0,0,0,0,0,0,2,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,9
2020-03-30,0,2,0,0,0,0,4,1,0,0,0,0,1,0,3,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,14
2020-03-31,0,2,1,0,0,1,7,2,0,1,0,0,0,1,3,0,1,0,0,0,1,0,2,0,1,0,2,0,0,0,0,1,26
2020-04-01,0,2,0,0,0,0,6,3,0,1,0,0,1,0,1,0,1,0,0,0,1,0,1,0,2,0,2,0,0,1,0,0,22
2020-04-02,0,5,0,0,0,0,6,2,0,0,0,0,0,2,5,0,0,0,0,0,1,1,2,0,3,0,0,0,0,0,0,0,27
2020-04-03,0,2,0,0,0,4,7,2,0,0,0,0,1,0,3,2,0,0,2,0,2,0,2,0,2,0,1,1,0,1,2,0,34
2020-04-04,0,9,1,0,0,2,7,1,0,0,0,2,0,0,5,1,0,0,0,0,3,0,1,0,5,0,1,1,0,0,0,1,40
2020-04-05,0,1,2,0,0,2,6,2,0,0,2,0,0,1,7,0,0,0,1,0,3,0,1,0,0,2,3,0,0,0,0,0,33
2020-04-06,0,12,0,1,1,2,16,1,0,0,0,2,0,0,5,1,1,0,0,0,4,0,4,1,1,1,3,1,0,0,1,0,58
2020-04-07,0,5,0,0,0,9,11,4,0,0,1,0,0,1,10,0,1,0,2,0,10,0,2,0,3,1,0,0,0,0,2,0,62
2020-04-08,0,7,1,0,0,6,6,0,0,0,0,0,2,1,9,1,1,3,0,0,1,0,3,0,6,1,1,0,1,0,0,0,50
2020-04-09,0,7,0,0,1,5,17,1,0,0,1,1,0,0,7,1,0,1,0,1,2,0,6,0,8,1,1,0,0,1,0,0,62
2020-04-10,1,11,0,1,0,3,27,1,0,0,1,0,0,1,8,1,1,0,0,0,5,0,2,0,11,0,1,0,0,0,3,0,78
2020-04-11,0,15,1,0,1,2,24,1,0,0,0,0,0,1,16,1,0,0,0,1,5,1,2,0,9,1,1,0,0,0,0,0,82
2020-04-12,0,20,1,0,0,7,13,0,0,0,0,1,0,0,19,0,0,1,0,0,2,0,6,0,7,3,2,0,3,3,0,0,88
2020-04-13,1,15,2,0,1,5,18,1,1,0,0,1,0,0,23,4,3,0,1,0,4,0,6,0,8,1,5,0,0,1,1,0,102
2020-04-14,0,20,0,1,0,7,27,5,0,0,2,1,2,0,20,2,1,0,0,1,6,1,3,0,5,1,5,1,2,1,0,0,114
2020-04-15,0,22,0,0,0,11,27,1,0,0,1,4,3,0,21,1,3,0,0,0,4,1,1,0,6,3,3,1,0,0,3,0,116
2020-04-16,0,19,1,0,0,6,28,4,1,0,0,1,0,1,23,2,1,0,1,1,5,0,4,0,5,0,3,0,0,1,1,0,108
2020-04-17,1,30,1,1,0,14,25,1,0,0,3,1,0,1,28,1,3,1,0,1,5,0,4,1,6,1,10,1,1,1,1,0,143
2020-04-18,0,20,1,0,0,12,31,0,0,0,0,3,2,0,33,1,0,0,0,0,7,0,7,1,6,1,9,0,0,3,0,0,137
2020-04-19,1,32,0,2,1,10,42,2,0,0,0,4,2,2,33,2,5,0,1,1,8,0,8,0,4,2,8,0,2,7,1,1,181
2020-04-20,0,28,1,0,0,20,44,4,0,0,0,3,1,1,45,4,6,2,1,1,8,0,10,0,11,4,8,4,0,4,2,0,212
2020-04-21,0,27,1,1,0,26,54,2,0,1,2,7,2,1,50,0,6,0,0,1,4,1,8,0,7,3,5,0,2,3,3,0,217
2020-04-22,1,35,2,2,2,14,43,3,0,0,3,3,2,3,47,1,8,0,2,1,7,0,6,0,8,3,9,0,2,8,1,0,216
2020-04-23,0,32,0,2,1,13,62,2,0,0,3,3,2,1,49,3,6,0,1,4,5,0,8,1,7,1,13,3,1,3,4,1,231
2020-04-24,0,35,1,2,0,26,67,2,0,1,1,1,1,3,67,2,4,0,1,1,8,0,16,0,6,1,9,1,1,5,2,0,264
2020-04-25,0,34,1,2,0,17,84,2,0,1,3,4,7,2,64,4,7,0,1,0,6,1,10,0,12,1,11,3,2,10,2,0,291
2020-04-26,0,28,2,1,0,19,85,3,1,1,2,1,8,0,82,3,9,1,1,2,9,1,12,1,10,0,10,1,2,11,2,1,309
2020-04-27,1,44,0,1,1,17,74,0,0,0,0,8,2,1,66,1,7,1,2,3,6,1,14,0,10,5,6,2,4,6,1,1,285
2020-04-28,1,45,1,0,1,20,74,2,0,1,0,5,6,3,96,3,10,0,2,0,14,0,10,0,9,2,9,1,4,3,3,1,326
2020-04-29,0,45,1,3,1,22,119,0,0,0,2,4,2,2,94,5,11,0,2,1,11,1,12,1,11,3,11,0,5,13,3,1,386
2020-04-30,1,35,0,0,1,19,111,0,0,0,3,2,5,3,92,5,8,0,1,4,10,1,11,1,14,1,10,3,3,6,1,1,352
2020-05-01,0,34,0,2,1,31,117,1,0,1,3,2,9,0,104,2,17,0,2,1,14,1,14,0,18,2,20,2,2,8,2,1,411
2020-05-02,0,37,0,2,4,20,83,1,1,2,2,8,2,4,92,1,17,1,3,1,9,1,5,0,8,3,17,3,3,18,6,3,357
2020-05-03,0,28,1,1,0,18,108,2,0,1,3,4,7,3,100,1,12,2,2,2,13,2,9,1,11,1,15,1,1,16,2,3,370
2020-05-04,1,43,1,0,1,24,111,4,2,1,3,6,10,3,137,4,21,3,2,4,15,2,6,2,13,2,15,1,6,14,2,1,460
2020-05-05,0,47,0,1,3,18,120,1,1,0,2,7,12,3,118,5,17,3,3,3,12,1,9,1,24,0,8,1,4,18,7,1,450
2020-05-06,3,40,2,1,1,16,125,3,0,0,3,11,8,5,94,0,14,0,2,5,9,2,10,1,9,0,17,3,3,24,4,0,415
2020-05-07,3,33,0,1,1,27,110,1,0,0,4,9,8,3,102,2,12,1,2,5,16,0,8,1,16,3,11,4,2,18,3,0,406
2020-05-08,1,39,2,1,3,17,121,1,0,2,7,4,9,0,112,4,13,1,1,5,12,0,5,1,16,2,24,6,7,23,2,0,441
2020-05-09,0,41,0,3,4,24,109,1,0,1,4,13,6,3,103,4,15,0,3,4,8,0,9,1,6,3,15,3,1,32,1,1,418
2020-05-10,1,34,1,1,7,26,133,2,0,0,1,10,11,4,110,4,17,2,3,2,6,4,8,0,9,4,13,4,1,30,7,1,456
2020-05-11,0,36,1,3,5,19,123,3,1,0,4,12,9,2,106,3,17,1,3,5,16,2,6,1,15,4,16,4,10,27,6,0,460
2020-05-12,0,31,0,2,5,18,143,0,0,0,1,8,13,4,117,2,12,0,4,5,20,4,14,1,18,1,15,3,9,29,7,1,487
2020-05-13,2,42,1,1,5,21,128,0,0,1,4,10,9,3,138,6,22,0,4,6,17,1,7,0,8,4,17,5,5,23,6,1,497
2020-05-14,1,41,1,4,3,22,152,1,0,3,2,10,15,4,122,10,10,4,3,8,18,2,11,1,16,7,18,6,4,41,7,1,548
2020-05-15,1,31,0,5,2,18,146,3,1,3,8,15,15,7,144,4,12,2,4,8,20,4,10,2,18,5,28,2,8,27,1,2,556
2020-05-16,1,35,1,3,3,15,148,4,1,2,3,14,10,9,142,6,10,2,3,3,18,8,7,4,16,7,18,3,9,25,3,0,533
2020-05-17,4,44,1,2,6,15,158,2,0,1,2,17,13,6,151,7,11,3,3,8,14,8,6,5,20,12,19,0,8,27,8,1,582
2020-05-18,0,52,1,2,5,19,162,0,1,0,6,20,14,3,152,4,17,2,4,7,13,1,10,2,19,9,16,4,3,40,5,0,593
2020-05-19,0,34,0,2,12,26,140,0,0,0,4,16,8,1,144,9,21,3,5,13,23,3,8,0,19,10,20,5,6,42,4,2,580
2020-05-20,0,41,1,4,7,11,125,2,2,5,2,25,16,6,122,9,22,0,6,7,27,4,5,3,20,11,22,2,5,43,14,0,569
2020-05-21,2,23,0,1,2,7,171,1,1,1,5,19,17,9,139,10,17,2,3,4,22,10,6,1,26,5,23,5,5,32,6,0,575
2020-05-22,1,28,1,1,12,14,132,1,1,0,6,20,13,3,143,8,11,1,3,8,31,2,5,2,19,15,25,4,2,42,6,1,561
2020-05-23,0,30,0,1,8,14,136,2,0,0,6,20,13,4,122,4,15,0,2,11,26,6,4,4,20,18,24,3,5,31,8,1,538
2020-05-24,4,35,1,5,11,7,144,6,4,3,4,27,11,5,158,10,10,2,2,14,22,4,12,2,15,15,18,5,13,34,3,0,606
2020-05-25,1,42,0,3,13,12,143,2,0,3,8,28,13,8,152,11,10,0,9,15,31,5,6,3,21,22,13,5,3,37,9,1,629
2020-05-26,1,37,1,5,4,16,135,3,2,2,5,24,12,5,163,6,11,3,5,10,25,5,6,3,20,23,21,3,6,40,10,1,613
2020-05-27,4,35,2,1,12,8,124,0,1,3,6,30,13,6,148,13,9,5,4,13,21,6,7,1,30,22,23,4,6,29,9,1,596
2020-05-28,3,40,0,4,14,13,135,3,0,4,8,22,12,4,157,8,8,6,4,11,27,2,7,1,25,19,22,10,10,34,10,1,624
2020-05-29,3,22,1,3,14,11,120,6,1,3,2,23,12,6,155,3,5,2,6,13,26,7,9,2,28,29,18,2,5,32,7,1,577
2020-05-30,2,35,0,2,15,11,120,3,0,0,7,22,11,14,151,4,7,6,3,18,26,2,9,2,24,22,29,7,0,48,9,1,610
2020-05-31,2,33,0,1,11,6,138,1,3,3,6,25,13,11,164,8,14,5,2,17,28,7,7,4,30,19,12,9,10,34,8,1,632
2020-06-01,2,37,1,2,15,14,130,2,1,1,2,24,9,21,160,8,14,3,4,16,40,5,12,6,37,28,27,6,9,42,11,1,690
2020-06-02,3,32,1,4,27,12,123,2,0,4,7,29,7,12,148,6,15,6,3,14,45,6,7,1,32,21,20,6,9,34,11,3,650
2020-06-03,4,32,2,3,25,11,127,5,1,1,6,23,16,18,173,9,7,3,8,9,32,5,4,6,45,23,18,7,7,40,4,2,676
2020-06-04,4,33,3,3,20,8,123,3,0,2,9,21,5,24,140,14,9,6,10,16,41,9,6,5,32,30,18,5,14,34,6,2,655
2020-06-05,2,26,3,3,24,12,113,6,1,4,13,25,3,18,129,9,10,0,3,6,24,4,8,2,34,42,17,3,5,40,5,2,596
2020-06-06,5,40,0,3,11,16,124,4,2,4,17,19,5,19,154,10,13,8,8,14,39,8,10,8,29,28,14,2,7,38,7,1,667
2020-06-07,4,32,0,8,26,15,114,8,2,2,17,26,12,23,154,10,9,4,3,18,39,7,13,6,32,29,20,6,7,34,4,3,687
2020-06-08,2,36,0,9,29,18,133,7,0,3,14,27,15,18,147,13,12,7,5,18,33,3,6,6,39,40,20,7,17,44,5,5,738
2020-06-09,4,24,1,3,29,10,110,4,0,2,12,23,9,26,163,10,9,5,7,26,40,7,8,4,24,35,18,7,11,46,9,3,689
2020-06-10,6,33,0,2,17,9,119,6,2,6,21,25,12,13,150,11,12,4,7,24,38,2,8,4,27,48,19,9,16,44,10,2,706
2020-06-11,3,28,2,2,16,16,120,9,1,4,20,21,10,26,158,11,9,4,5,15,26,8,6,8,26,42,13,5,11,37,8,2,672
2020-06-12,7,34,2,6,27,10,128,4,1,7,16,21,8,29,143,10,9,1,11,20,45,7,6,4,52,46,17,11,8,37,5,1,733
2020-06-13,2,30,2,7,18,9,129,5,1,4,23,30,9,15,134,16,10,1,11,28,47,9,7,3,31,37,18,6,8,38,9,0,697
2020-06-14,3,35,4,5,15,14,114,8,1,6,15,24,15,29,145,18,12,8,6,13,44,5,8,2,31,40,17,19,6,40,13,4,719
2020-06-15,3,25,4,6,17,10,85,6,1,6,23,18,11,19,159,20,7,4,13,20,42,7,7,1,36,51,22,16,7,51,13,3,713
2020-06-16,5,22,1,4,23,11,124,8,2,6,25,22,12,26,156,18,11,5,12,23,50,7,6,7,35,48,27,14,9,49,6,2,776
2020-06-17,4,32,1,9,16,12,113,12,2,9,18,29,13,34,141,25,10,7,13,23,52,5,6,2,35,40,16,19,6,37,8,5,754
2020-06-18,6,25,1,5,18,8,100,3,1,2,27,23,12,20,122,12,7,6,12,13,48,7,6,2,34,48,23,23,9,38,10,6,677
2020-06-19,5,27,1,5,12,8,98,6,3,4,26,32,10,25,133,17,9,9,10,11,31,6,6,4,24,35,20,20,8,42,3,1,651
2020-06-20,4,15,2,10,19,6,75,5,4,1,26,14,8,29,108,16,3,12,7,8,42,5,5,7,31,55,12,9,15,53,9,2,617
2020-06-21,4,25,0,4,14,7,98,15,3,3,16,18,10,31,120,11,10,9,15,20,55,3,9,7,40,34,24,18,13,45,10,2,693
2020-06-22,1,23,1,5,19,11,76,8,2,3,30,30,9,23,121,9,8,3,13,20,54,6,9,7,40,46,20,29,4,31,7,1,669
2020-06-23,2,25,1,11,21,7,74,6,4,4,25,17,15,29,102,11,10,6,11,21,33,5,6,6,39,63,14,21,5,35,12,2,643
2020-06-24,6,27,1,9,25,7,62,14,1,5,26,16,13,30,103,10,4,5,14,17,34,3,9,13,33,60,14,14,8,44,21,1,649
2020-06-25,5,27,1,7,13,8,64,8,5,5,26,17,9,30,93,8,1,8,10,12,30,3,11,9,34,56,24,24,6,53,17,2,626
2020-06-26,10,27,1,12,17,10,74,13,1,6,22,25,18,21,95,10,9,1,22,17,34,5,10,7,28,51,26,28,14,42,12,3,671
2020-06-27,4,24,3,19,14,5,89,11,3,2,31,28,8,23,107,20,3,6,13,14,35,9,7,5,38,45,30,35,10,51,9,0,701
2020-06-28,1,18,0,15,30,8,68,10,2,7,24,23,13,29,113,13,4,8,17,10,36,6,11,8,36,57,28,32,7,46,8,4,692
2020-06-29,4,30,1,13,11,8,58,22,1,2,41,23,12,35,159,8,9,9,16,7,37,7,13,4,32,56,25,33,9,53,18,3,759
2020-06-30,2,32,5,10,19,8,72,18,3,2,31,24,7,22,111,12,7,4,24,10,43,5,9,11,25,47,33,37,10,48,23,4,718
2020-07-01,2,22,1,14,16,11,82,16,3,7,30,13,18,34,109,12,8,2,21,20,45,6,12,9,24,51,21,20,12,32,18,3,694
2020-07-02,4,25,5,14,8,8,64,13,1,5,46,11,14,23,126,10,4,1,31,7,41,10,8,3,31,51,29,37,13,41,14,6,704
2020-07-03,4,29,4,16,16,11,67,23,0,2,40,18,11,34,78,8,7,4,25,12,57,6,14,5,41,51,27,21,8,42,20,4,705
2020-07-04,8,32,1,10,16,6,78,22,2,3,40,22,6,42,98,8,5,4,21,18,50,8,6,4,31,56,22,43,7,52,17,2,740
2020-07-05,4,38,2,8,20,6,67,11,3,4,34,14,9,36,101,11,4,7,30,19,50,6,17,8,44,50,33,44,12,50,10,1,753
2020-07-06,2,45,2,14,10,14,80,16,3,4,35,16,7,28,128,11,3,7,29,15,54,5,11,12,34,52,43,51,13,56,23,3,826
2020-07-07,6,32,0,20,18,14,80,20,0,8,39,25,10,32,94,8,3,6,28,20,58,7,15,10,36,52,38,44,16,55,23,7,824
2020-07-08,6,25,2,13,13,9,51,17,3,7,44,11,10,33,100,10,4,6,25,11,55,10,14,7,36,50,31,38,13,64,15,5,738
2020-07-09,3,23,3,18,15,14,66,19,4,7,41,12,10,30,98,5,4,10,30,15,43,4,24,11,39,61,33,28,11,60,19,3,763
2020-07-10,2,31,3,21,16,12,49,13,4,3,36,19,15,26,100,10,8,4,19,18,41,3,21,15,17,57,40,31,12,55,24,6,731
2020-07-11,5,26,5,14,15,15,61,17,11,10,34,16,12,35,113,15,4,6,26,13,38,1,16,8,24,59,38,21,12,50,17,4,741
2020-07-12,4,25,7,14,16,12,71,15,6,7,40,10,19,33,97,12,2,6,31,16,46,7,17,14,37,51,34,24,12,52,17,5,759
2020-07-13,3,18,6,15,14,14,57,21,7,4,29,20,16,36,92,14,9,9,41,24,65,8,14,17,40,53,42,41,9,71,20,2,831
2020-07-14,5,23,4,13,18,9,73,26,4,9,38,24,14,27,104,8,4,8,32,23,41,3,25,16,36,60,30,28,21,55,19,6,806
2020-07-15,3,9,6,14,12,5,72,29,6,4,39,15,14,39,93,16,3,4,48,16,45,4,15,18,42,47,34,36,18,58,31,8,803
2020-07-16,3,26,2,19,12,7,58,27,4,8,32,11,15,34,108,7,5,5,37,11,59,7,12,23,27,52,39,48,12,76,25,5,816
2020-07-17,2,27,8,16,12,7,56,20,7,6,36,15,17,20,85,13,5,7,33,16,56,8,24,17,36,39,42,35,15,64,21,3,768
2020-07-18,3,18,2,13,8,7,65,19,3,7,44,16,14,28,89,5,3,5,44,12,59,6,13,13,25,44,30,32,18,70,25,6,746
2020-07-19,2,25,3,21,3,14,58,22,3,3,35,17,9,29,104,7,9,15,43,21,53,8,15,19,43,40,39,35,13,71,18,6,803
2020-07-20,5,28,8,11,13,12,55,25,5,10,36,14,14,39,82,6,3,5,32,13,51,9,28,21,34,40,34,41,19,68,36,5,802
2020-07-21,2,20,4,17,11,8,56,30,7,3,45,17,19,36,88,7,7,10,40,14,58,4,27,29,25,54,39,42,15,64,35,6,839
2020-07-22,2,22,5,13,6,17,43,23,8,4,37,12,13,27,79,7,1,7,48,23,54,11,15,28,27,27,37,38,20,56,40,2,752
2020-07-23,8,23,5,10,3,8,54,24,1,8,24,16,9,35,88,9,4,10,45,14,61,6,17,35,25,47,33,47,16,59,32,8,784
2020-07-24,10,16,7,13,8,9,45,16,10,1,53,15,17,25,80,13,13,1,44,17,52,4,16,25,29,31,24,38,13,55,23,9,732
2020-07-25,5,29,5,12,6,7,61,23,3,9,41,16,21,34,85,17,4,9,37,9,60,8,15,27,26,30,36,30,10,68,27,8,778
2020-07-26,4,17,10,18,4,10,53,16,4,5,41,18,14,28,84,18,4,8,45,12,59,9,15,19,33,40,27,45,19,67,24,14,784
2020-07-27,3,24,6,14,9,10,53,20,7,4,45,10,18,37,95,14,3,8,55,14,47,4,16,23,37,39,35,39,14,64,39,2,808
2020-07-28,3,22,8,10,3,17,49,28,4,1,39,7,17,44,79,12,3,8,59,19,42,6,17,39,21,34,33,30,12,64,42,7,779
2020-07-29,3,18,9,13,9,14,35,19,4,4,35,8,17,22,76,18,2,9,40,11,58,6,13,22,27,22,24,40,10,64,25,7,684
2020-07-30,3,25,13,6,5,13,60,36,7,8,41,14,19,38,74,8,3,6,40,13,67,8,18,22,17,32,33,35,12,46,20,7,749
2020-07-31,4,16,4,11,6,7,48,20,7,11,31,12,17,21,78,13,5,4,40,13,47,9,19,28,35,24,26,31,10,47,23,8,675
2020-08-01,3,16,8,15,10,7,47,35,10,4,42,11,13,32,84,23,5,7,40,9,48,10,10,20,31,16,30,36,15,47,38,13,735
2020-08-02,2,18,6,15,4,7,55,23,4,4,34,14,19,28,75,12,3,13,52,13,47,12,21,29,18,19,22,33,9,55,23,7,696
2020-08-03,2,23,6,19,10,11,56,28,10,6,31,13,19,30,85,20,11,6,41,18,38,4,22,37,26,23,24,24,9,58,35,12,757
2020-08-04,6,33,5,7,6,15,55,28,5,9,38,15,23,33,75,11,11,7,46,9,48,5,20,38,33,28,22,30,17,51,41,7,777
2020-08-05,2,16,8,9,6,12,61,26,8,9,43,10,21,33,74,14,5,8,54,16,47,12,12,34,17,18,21,29,9,44,32,9,719
2020-08-06,6,13,3,12,2,12,42,23,8,4,35,7,22,36,88,18,9,9,53,18,41,10,15,26,22,24,15,26,8,38,34,15,694
2020-08-07,7,15,7,4,2,11,53,30,4,7,32,15,15,34,65,15,6,5,55,15,37,4,16,27,28,21,12,20,4,45,24,9,644
2020-08-08,5,20,9,8,3,8,65,21,8,7,41,10,14,41,67,18,4,7,32,12,37,10,22,25,17,17,19,34,12,45,24,22,684
2020-08-09,5,8,8,9,6,15,35,20,10,9,34,11,16,29,85,20,5,7,52,11,39,9,12,28,31,11,19,28,7,39,23,13,654
2020-08-10,3,17,5,5,4,7,46,31,9,4,34,7,27,21,85,17,6,6,44,10,41,11,20,31,20,9,23,23,14,51,34,10,675
2020-08-11,5,23,13,9,3,10,42,22,9,6,26,13,25,42,63,16,11,5,46,11,50,6,21,34,17,25,21,29,11,47,31,9,701
2020-08-12,5,6,7,5,7,11,45,36,3,2,22,4,19,33,71,17,5,2,41,15,39,4,11,34,22,14,22,32,3,50,21,10,618
2020-08-13,5,12,6,7,6,5,46,20,7,6,22,14,16,31,66,10,9,9,43,13,39,5,7,26,28,22,19,22,6,48,31,9,615
2020-08-14,6,23,9,9,1,7,46,20,6,6,35,4,19,34,64,13,5,10,31,16,38,11,9,32,21,14,15,19,4,31,17,5,580
2020-08-15,8,14,7,10,2,7,45,21,5,4,24,15,13,30,74,16,2,11,34,12,43,12,17,22,12,13,12,27,4,34,27,9,586
2020-08-16,6,18,10,3,2,6,42,27,4,3,23,16,14,33,69,20,8,3,42,14,40,8,8,14,16,18,18,24,7,39,19,2,576
2020-08-17,4,29,10,7,2,9,45,23,10,2,34,10,22,34,68,27,9,10,44,9,31,6,13,29,18,19,8,20,4,36,21,14,627
2020-08-18,5,22,12,4,3,4,47,28,3,5,29,12,18,27,65,18,5,8,32,14,21,12,13,17,15,12,9,30,8,33,28,7,566
2020-08-19,4,12,9,5,4,9,44,17,5,12,26,20,19,41,78,18,3,6,31,7,36,14,16,19,25,12,13,17,3,38,15,7,585
2020-08-20,5,11,8,1,3,9,49,15,7,4,29,12,12,33,56,10,3,15,49,14,29,11,14,28,26,12,11,14,12,40,14,7,563
2020-08-21,6,13,8,4,2,10,41,24,9,3,22,6,21,28,66,20,3,5,44,5,23,8,12,26,18,14,12,32,7,34,25,7,558
2020-08-22,3,16,4,4,1,9,45,18,9,7,39,9,22,38,54,18,3,7,41,4,24,19,13,25,24,12,11,16,8,33,23,13,572
2020-08-23,2,13,7,5,1,6,51,14,7,5,25,6,21,41,75,19,5,4,30,10,19,8,17,17,17,10,10,19,4,25,19,12,524
2020-08-24,16,17,8,2,0,12,45,19,7,4,16,9,13,28,60,15,5,5,35,8,32,5,16,38,21,11,13,22,6,28,16,9,541
2020-08-25,7,11,10,3,3,8,56,15,11,9,25,12,30,33,55,13,7,9,31,5,27,12,11,27,20,10,7,17,3,32,21,5,545
2020-08-26,5,13,4,4,3,11,44,20,6,5,19,9,17,39,44,22,7,7,31,9,24,10,12,22,14,11,21,19,6,34,20,9,521
2020-08-27,11,11,4,1,3,12,37,16,7,8,26,7,14,27,64,15,5,9,23,4,27,7,8,22,15,7,18,17,5,31,23,10,494
2020-08-28,6,15,5,0,0,12,50,30,5,12,22,6,19,31,71,22,11,3,33,5,25,6,7,23,14,13,4,17,10,32,13,8,530
2020-08-29,4,9,8,2,2,6,52,15,7,9,22,16,19,28,62,23,4,9,35,9,24,13,7,15,19,6,14,19,9,26,9,13,515
2020-08-30,5,23,4,12,1,7,46,17,2,5,21,6,16,24,52,20,5,12,35,13,29,17,11,23,20,6,9,16,2,37,24,6,526
2020-08-31,10,16,10,3,0,13,47,29,7,6,30,4,16,28,52,18,6,4,43,6,35,11,7,18,17,11,11,19,5,36,18,12,548
2020-09-01,7,18,6,4,2,7,61,20,11,6,25,5,16,33,54,21,3,5,35,8,18,6,4,17,14,6,11,19,11,28,15,11,507
2020-09-02,13,17,11,3,0,4,51,21,4,7,20,5,15,31,58,14,8,5,35,3,24,7,8,31,11,8,4,12,4,28,19,8,489
2020-09-03,6,9,7,3,2,8,46,15,1,9,20,8,9,25,64,26,10,9,33,9,25,7,15,13,22,9,11,12,4,31,16,6,490
2020-09-04,8,14,3,3,2,14,52,18,8,5,25,5,13,27,45,19,5,10,33,8,25,11,8,15,15,13,10,10,5,30,10,11,480
2020-09-05,12,14,4,2,3,5,49,16,4,7,21,9,13,23,56,15,5,7,29,10,32,12,6,17,21,4,3,7,5,34,11,6,462
2020-09-06,7,7,3,1,0,11,49,13,6,5,15,4,17,45,72,19,4,3,24,8,23,6,6,18,13,10,8,16,4,20,12,10,459
2020-09-07,8,21,1,1,0,6,45,20,3,4,15,14,12,28,60,12,7,11,28,9,16,17,11,18,22,8,9,17,4,37,13,14,491
2020-09-08,9,11,9,2,0,4,41,16,7,9,11,2,12,39,45,16,2,6,34,8,30,7,5,22,8,6,5,17,4,25,8,8,428
2020-09-09,7,17,9,0,1,8,49,19,5,8,17,11,15,28,54,22,4,6,29,8,24,10,7,23,15,6,6,20,0,29,12,13,482
2020-09-10,2,9,4,1,0,13,49,14,5,4,17,6,9,28,52,22,4,2,35,9,17,14,7,10,21,10,5,20,1,33,9,5,437
2020-09-11,6,9,1,2,0,8,55,24,5,8,25,3,16,31,55,9,3,9,25,5,23,12,5,15,14,5,4,14,3,31,11,5,441
2020-09-12,6,12,3,2,3,10,52,19,6,6,21,15,13,24,62,20,4,7,29,6,18,7,9,10,19,3,8,21,4,37,4,6,466
2020-09-13,4,7,5,1,0,8,47,12,4,6,16,14,11,35,51,14,4,2,28,13,18,10,10,11,11,7,4,11,5,22,6,5,402
2020-09-14,9,19,3,2,1,9,47,20,8,8,20,6,10,34,45,25,2,9,36,6,19,11,6,14,9,5,6,17,2,31,9,4,452
2020-09-15,5,11,3,4,1,8,59,13,4,4,17,12,8,24,53,19,4,9,32,12,22,6,7,28,11,4,5,9,2,27,11,8,442
